store,id,public_id,is_active,publication_status,raw_title,job_title,url,application_url,department,location,workplace_address,salary_range,description,duration,hours,availability,academic_course,academic_workload,academic_office_hours,academic_supervisor,academic_appointment_type,academic_schedule,academic_term,benefits,required_skills,experience_requirements,education_requirements,license_requirements,language_requirements,certification_requirements,software_requirements,medical_requirements,responsibility_tags,qualification_tags,quality_flags
"archive","CUPE---Fall-2026---ECO1102-C00_JR37536","3449","0","fully_parsed","","Teaching Assistant - Introduction to Macroeconomics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1102-C00_JR37536","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","ECO1102 — )","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO1104-B00_JR37537","3447","0","fully_parsed","","Teaching Assistant - Introduction to Microeconomics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1104-B00_JR37537","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n- Knowledge of PowerPoint, Excel, and Brightspace is an asset","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO1104-C00_JR37538-1","3448","0","fully_parsed","","Teaching Assistant - Introduction to Microeconomics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1104-C00_JR37538-1","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO1104 or equivalent course\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO1104-D00_JR37539","3453","0","fully_parsed","","Teaching Assistant - Introduction to Microeconomics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1104-D00_JR37539","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n- Knowledge of PowerPoint, Excel, and Brightspace\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace (already listed as asset, but kept here as it was specified as an asset)","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[]","","[""BA Honours in Economics""]","[]","","","[""Excel"",""PowerPoint"",""Brightspace""]","","","","[""description_over_500_chars""]"
"archive","CUPE---Fall-2026---ECO1104-E00_JR37540-1","3452","0","fully_parsed","","Teaching Assistant - Introduction to Microeconomics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1104-E00_JR37540-1","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n- Knowledge of PowerPoint, Excel, and Brightspace is an asset","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO1104-F00_JR37541","3454","0","fully_parsed","","Teaching Assistant - Introduction to Microeconomics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1104-F00_JR37541","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO1104 or equivalent course\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO1192-A00_JR37542","3455","0","fully_parsed","","Teaching Assistant - Engineering Economics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO1192-A00_JR37542","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or an equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace is an asset\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2117_JR37550","3451","0","fully_parsed","","Teaching Assistant - Introduction to Development Economics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2117_JR37550","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO2117 or equivalent course\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2121_JR37551","3458","0","fully_parsed","","Teaching Assistant - Introduction to International Economics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2121_JR37551","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO2121 or equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace software (asset)\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2142-B00_JR37552","3457","0","fully_parsed","","Teaching Assistant - Macroeconomic Theory I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2142-B00_JR37552","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students on a one-to-one basis or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent course\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2144-B00_JR37553-1","3460","0","fully_parsed","","Teaching Assistant - Microeconomic Theory I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2144-B00_JR37553-1","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n- Knowledge of PowerPoint, Excel, and Brightspace is an asset\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2145_JR37554","3456","0","fully_parsed","","Teaching Assistant/Demonstrator/Lab Monitor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2145_JR37554","","Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed this course or equivalent\n- Knowledge of PowerPoint, Excel and Brightspace is an asset","2026-09-01 to 2026-12-31","","","ECO2145","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2147-B00_JR37555","3459","0","fully_parsed","","Teaching Assistant/Demonstrator/Lab Monitor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2147-B00_JR37555","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO2147 or an equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace is an asset\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","ECO2147","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO2150_JR37556-1","3462","0","fully_parsed","","Teaching Assistant - Probability and Statistics for Economists","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2150_JR37556-1","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students on a one-to-one basis or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed this course or an equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[]","","[""BA Honours in Economics""]","[]","","","[""Excel"",""PowerPoint"",""Brightspace""]","","","","[]"
"archive","CUPE---Fall-2026---ECO2151_JR37557","3464","0","fully_parsed","","Teaching Assistant - Introduction to Econometrics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO2151_JR37557","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n- Good knowledge of R\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace"",""R""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO3123-B00_JR37564","3465","0","fully_parsed","","Teaching Assistant - International Finance","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO3123-B00_JR37564","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested\n- Assist students one-to-one or in groups\n- Perform other related tasks as requested\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO3123 or equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace (listed as an asset)","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[]","","[""BA Honours in Economics""]","[]","","","[""Excel"",""PowerPoint"",""Brightspace""]","","","","[]"
"archive","CUPE---Fall-2026---ECO3127_JR37566","3463","0","fully_parsed","","Teaching Assistant - Introduction to Financial Economics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO3127_JR37566","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n- Knowledge of PowerPoint, Excel, and Brightspace (asset)\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO3139_JR37568","3461","0","fully_parsed","","Teaching Assistant - Industrial Organization I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO3139_JR37568","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO3145-B00_JR37569-1","3466","0","fully_parsed","","Teaching Assistant - Mathematical Economics I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO3145-B00_JR37569-1","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or equivalent\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO3152_JR37571","3467","0","fully_parsed","","Teaching Assistant - Macroeconomic Theory III","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO3152_JR37571","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and manage assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed the course or an equivalent\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","[]","","","","","","[]"
"archive","CUPE---Fall-2026---ECO3153_JR37572","3475","0","fully_parsed","","Teaching Assistant - Microeconomic Theory III","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO3153_JR37572","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Overview\nThis position is for a Teaching Assistant in the Department of Economics for the course ECO3153 Microeconomic Theory III.\n\n## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO3153 or equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[]","","[""BA Honours in Economics""]","[]","","","[""Excel"",""PowerPoint"",""Brightspace""]","","","","[""description_over_500_chars""]"
"archive","CUPE---Fall-2026---ECO4185_JR37577-1","3470","0","fully_parsed","","Teaching Assistant/Demonstrator/Lab Monitor - Financial Econometrics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO4185_JR37577-1","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and manage assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO4185 or equivalent course\n- Familiarity with econometrics and proficiency in R and STATA\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace"",""R"",""STATA""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO5185_JR37580","3468","0","fully_parsed","","Teaching Assistant/Demonstrator/Lab Monitor - Econometrics I","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO5185_JR37580","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Grade assignments and exams\n- Invigilate exams as requested\n- Assist students individually or in groups\n- Perform other related tasks requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed this course or equivalent\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace software","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---ECO6122_JR37582","3469","0","fully_parsed","","Teaching Assistant - Microeconomic Theory IV","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---ECO6122_JR37582","","Department of Economics","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Correct and administer assignments and exams\n- Invigilate exams as requested by the professor\n- Assist students individually or in groups\n- Perform other related tasks as requested by the professor\n\n## Qualifications\n- BA Honours in Economics or equivalent\n- Successfully completed ECO6122 or equivalent course\n- Knowledge of PowerPoint, Excel, and Brightspace is an asset\n\n## Nice to Have\n- Knowledge of PowerPoint, Excel, and Brightspace","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""PowerPoint"",""Excel"",""Brightspace""]","","[""BA Honours in Economics""]","[]","","","","","","","[]"
"archive","CUPE---Fall-2026---GNG1105-A_JR37815","3286","0","fully_parsed","","Teaching Assistant - Engineering Mechanics","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---GNG1105-A_JR37815","","Department of Civil Engineering","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Contact with Students: 60 hours\n- Grading: 60 hours\n- Proctoring: 6 hours\n- Other: 4 hours\n- Total Work Hours: 130\n\n## Qualifications\n- Excellent background knowledge in Mechanics Engineering\n- Excellent oral communication skills in English\n\n## Nice to Have\n- Bilingualism (English and French)","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[""Mechanics Engineering""]","","","","[""English"",""French""]","","","","[""Client care""]","[]","[]"
"archive","CUPE---Fall-2026---Lab-Assistant--Financial-Research-and-Learning-Lab_JR38120","7580","0","fully_parsed","Lab Assistant, Financial Research and Learning Lab","Lab Assistant, Financial Research and Learning Lab","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---Lab-Assistant--Financial-Research-and-Learning-Lab_JR38120","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---Lab-Assistant--Financial-Research-and-Learning-Lab_JR38120","Telfer School of Management","Ottawa, ON","","$31.89-$50.25 hour","## Overview\nMonitor the Financial Research and Learning Lab, support users and assist with events and projects.\n\n## Responsibilities\n- Monitor access to the Lab, study rooms and computer terminals\n- Supervise the physical or online space in the absence of the Lab Supervisor\n- Help with day-to-day tasks and maintenance of the Lab’s physical resources, liaising with Telfer IT support as needed\n- Monitor Lab reservations and scheduling\n- Offer support to Lab users for available software and databases (training provided)\n- Assist in organizing and delivering events such as training sessions, presentations, workshops and competitions\n- Maintain and create the Lab’s website, guides, tutorials and social media\n- Provide feedback on existing or potential software and databases and find opportunities for curriculum integration\n- Collect Lab metrics\n\n## Qualifications\n- Experience with demonstrated interest in or experience with working with the public and providing customer service or training\n- Experience with searching for information and working with data\n- Demonstrate initiative, professionalism and strong communication and organizational skills\n- Ability to work autonomously and manage tasks independently\n- Ability to learn and develop expertise in Lab resources independently\n- Knowledge of or interest in finance or capital markets\n\n## Nice to Have\n- Experience with financial databases (e.g., Bloomberg, FactSet, Capital IQ or RIT) and/or programming languagesPython or R\n- Completion of relevant finance coursework (e.g., ADM-2350, ADM-2352, ADM-2750, ADM-2752)","","","","","","","","","","Fall 2026","[]","","[]","[]","[]","[""Bilingual""]","[]","","","[""Client care"",""Operations & compliance"",""Research & improvement""]","[""Student"",""Operations & compliance"",""Client care""]","[""description_over_500_chars"",""description_over_1000_chars""]"
"archive","CUPE---Fall-2026---MGT5200---Teaching-Assistant_JR38193","9333","0","fully_parsed","Teaching Assistant","Teaching Assistant","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---MGT5200---Teaching-Assistant_JR38193","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---MGT5200---Teaching-Assistant_JR38193","","Ottawa, ON","","","## Qualifications\nMinimum C.G.P.A. of 7.0; Preferably PhD Candidate in Finance or Health SystemsAttention to Detail: A high level of attention to detail is essential for accurate and fair assessment of student work.Time Management: The ability to grade assignments and return results to students promptly, while also addressing their questions, is crucial, given the demands of teaching, exam schedules, etc.Consistency in Grading: Ensuring consistent and fair grading for all students is crucial to maintaining their trust in the assessment process.Effective Communication with Students: The grader must be able to communicate clearly with students to answer their questions about their grades or feedback.Ongoing Communication with the Instructor: Providing regular feedback to the instructor on overall student performance and any concerns or issues identified during the grading process.Solid knowledge of programming language such as R Studio (essential) and PythonExcellent written and oral English skillsComments Candidates on short list may be interviewed by course professor/coordinator.Please note that the posted hours could be increased due to registration. Please note, you will be required to have access to a computer and internetContract hours may be reallocated among different tasks, which the professor may adjust over the course of the semester.Must be located in Ottawa for the entire duration of the course (with the exception of official University holidays), including through the grading of the final exam and calculation of final grades by the professor.Please note that the method of teaching or working may change due to health or other reasons.","","","","MGT5200 — Teaching Assistant","","","","","","Fall 2026","[]","","[]","[]","[]","[]","[]","","[]","[]","","[""description_over_500_chars"",""description_over_1000_chars""]"
"archive","CUPE---Fall-2026---PHI1102-B00_JR38067","5216","0","fully_parsed","Course Instructor","Course Instructor","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---PHI1102-B00_JR38067","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---PHI1102-B00_JR38067","Department of Philosophy","Ottawa, ON","","$31.89-$50.25 hour","## Overview\nSupport the professor in teaching Moral Reasoning (PHI1102) by grading homework, essays and tests.\n\n## Responsibilities\n- Grade homework, essays and tests\n- Correct assignments and exams\n- Attend lectures in person\n- Consult with students in person\n- Proctor exams\n\n## Qualifications\n- Minimum: Baccalaureate in Philosophy or related field","2026-09-01 to 2026-12-31","","","PHI1102","","","","","","Fall 2026","[]","[]","","","","","","","","[""Client care""]","[]","[]"
"archive","CUPE---Fall-2026---TA---AFR1100---A00_JR35620","3738","0","fully_parsed","","Teaching Assistant - Intro to African Studies","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---TA---AFR1100---A00_JR35620","","School of Sociological and Anthropological Studies","Ottawa, ON","","$31.89-$50.25 hour","## Overview\n- The course will be in person. The school expects all assistants to be available to physically travel to campus to successfully complete all their tasks.\n\n## Responsibilities\n- Lead discussion groups\n- Mark papers and exams\n- Hold office hours to meet with students\n- Proctor exams\n- Attend lectures if requested by the supervisor\n\n## Qualifications\n- Must meet the language requirement of the course\n- Priority given in accordance with articles 18.5 and 18.6","2026-09-01 to 2026-12-31","","","","","","","","","","[]","[]","","","","[]","","","","","","[]"
"archive","CUPE---Fall-2026---TA---AFR1100--A00_JR35632","3736","0","fully_parsed","","TA - Intro to African Studies","https://uottawa.wd3.myworkdayjobs.com/en-US/uOttawa_External_Career_Site/job/Ottawa-ON/CUPE---Fall-2026---TA---AFR1100--A00_JR35632","","School of Sociological and Anthropological Studies","Ottawa, ON","","$31.89-$50.25 hour","## Responsibilities\n- Lead discussion groups\n- Mark papers and exams\n- Hold office hours to meet with students\n- Proctor exams\n- Attend lectures if requested by supervisor\n\n## Qualifications\n- Must meet language requirements of the course","Fall 2026","","","","","","","","","","[]","[]","","","","[]","","","","","","[]"
